t,A,B,C
0.0,1.0269358670272588,0.0,0.19851606123764268
2.027027027027027,0.810630671923802,0.16244266416452782,0.20949185276217527
4.054054054054054,0.7762723496220644,0.33755848813309175,0.20239015240977187
6.081081081081082,0.6326388607740533,0.4070879854035335,0.21050957238806517
8.108108108108109,0.5133077850998395,0.5264046262225444,0.2269171744815581
10.135135135135137,0.4485947597834646,0.5011818100585034,0.25661140519625675
12.162162162162163,0.3058330604380972,0.5764558957436821,0.2590964123601147
14.18918918918919,0.344915169202232,0.5119480003861047,0.31464594888405956
16.216216216216218,0.256258156267257,0.5626059028725372,0.29602218196036406
18.243243243243246,0.2703356033915217,0.6251841923278995,0.3215018359584772
20.270270270270274,0.24464324838567417,0.6707923083293236,0.33842266363514456
22.2972972972973,0.18631621221120226,0.5107609157745636,0.37103145270122745
24.324324324324326,0.19379341437383965,0.6450080716342271,0.3957208314079316
26.351351351351354,0.18404584191633688,0.4948003396243729,0.4159451571111371
28.37837837837838,0.17347427017670441,0.5298794431515289,0.5252262855187579
30.405405405405407,0.17039318438526718,0.49549128833045814,0.46486447193481123
32.432432432432435,0.161043629908717,0.4587458617003078,0.5722524732860379
34.45945945945946,0.12148346114412038,0.5597501051258506,0.5501686293764964
36.48648648648649,0.12030320378856887,0.5251056698449703,0.5013365192745316
38.513513513513516,0.13494984508624663,0.5426966616144399,0.5406249484715901
40.54054054054055,0.11306319573628329,0.5200044466275513,0.5343826216926955
42.56756756756757,0.09839972456406579,0.4577648843199144,0.6938872021679621
44.5945945945946,0.11566888378479721,0.44441022700745264,0.644533897718378
46.62162162162163,0.09696567855324528,0.4583730928719379,0.6232010502690835
48.64864864864865,0.11004450014126874,0.4655471567125116,0.6520547197409474
50.67567567567568,0.10835428152456975,0.38621591488099805,0.6134942886759207
52.70270270270271,0.08820611110816963,0.389557790117764,0.6156808686475082
54.72972972972973,0.08524200204810244,0.3518458212620298,0.6709461927985672
56.75675675675676,0.09134947277205409,0.38721318113099784,0.8098459612534717
58.78378378378379,0.09035704448850344,0.3271225879990294,0.6815124300749353
60.810810810810814,0.09287376509850295,0.3487259316413802,0.6833575863223167
62.837837837837846,0.07732647294778701,0.38039149210999174,0.7764472889280031
64.86486486486487,0.08707192021182203,0.3307352231676285,0.7735292725999926
66.8918918918919,0.08383461845810315,0.32939355891312205,0.8236298241825126
68.91891891891892,0.07237862968734099,0.3237896551653649,0.9132623452584947
70.94594594594595,0.07947091971327064,0.2967864448491068,0.8427192186184737
72.97297297297298,0.059879341734632996,0.3037679458440217,0.9000843469832487
75.0,0.05844449190516242,0.23937205606029283,0.9536132890893758
77.02702702702703,0.055661514325864275,0.23949336640210314,0.7823040100927428
79.05405405405406,0.05415082309611795,0.2639466023450543,0.79280285154225
81.0810810810811,0.05488550081880835,0.2580822844695904,1.008332170050331
83.10810810810811,0.054272782764817465,0.22030120167328804,0.9831532857276697
85.13513513513514,0.06287000626318588,0.2572172093096462,0.8008260478800379
87.16216216216218,0.06075011174277947,0.20374193064415777,0.867260514482338
89.1891891891892,0.04751550929320519,0.21711454662577123,1.0293465106756836
91.21621621621622,0.054835310422581114,0.18230593856563163,0.9885934919490984
93.24324324324326,0.05326520743798688,0.22552318591775522,1.032296159956438
95.27027027027027,0.05127630686138884,0.17865927297512843,0.9918466377988484
97.2972972972973,0.042521283531664976,0.18830028286526204,0.9984196761777531
99.32432432432434,0.048610242805789794,0.16044090989271537,0.9099511766783422
101.35135135135135,0.04558840894547299,0.17769321470426253,0.9207164530786573
103.37837837837839,0.04054214634344399,0.19687433718256026,1.0459992222855001
105.40540540540542,0.04250959451937612,0.17006590843391123,0.9854497848877186
107.43243243243244,0.04251050412324996,0.1491605230133688,0.9065032116054306
109.45945945945947,0.04017436538017181,0.1425342047407549,1.1234026573886589
111.4864864864865,0.0316738308990593,0.17259167560683128,0.9847150287442882
113.51351351351352,0.031619947581067565,0.1597134393194405,0.9199044124750626
115.54054054054055,0.03132130580713174,0.14606207785808667,1.0281715868456018
117.56756756756758,0.0365711362754788,0.15245775922340704,1.0985581145702012
119.59459459459461,0.036905890046611926,0.14417619780552507,1.029747205595721
121.62162162162163,0.02661296385198389,0.13261716746822458,1.1317411494054759
123.64864864864866,0.027121468085785118,0.1332457491860118,1.0656541861919973
125.67567567567569,0.030360082592127573,0.13981372034653117,1.0509491124670745
127.70270270270271,0.03207700527456724,0.10068442021731286,1.1736059350704524
129.72972972972974,0.026948440943807574,0.11793383115055255,1.1882329113809105
131.75675675675677,0.0286071911372185,0.12440634239026424,1.0401980764197303
133.7837837837838,0.024460128967582075,0.10827114724759228,1.066220076172262
135.81081081081084,0.024125110668141405,0.09191015410538111,1.2115582037196568
137.83783783783784,0.021262196002071194,0.10881851394997911,0.9222624614238168
139.86486486486487,0.02455965927925399,0.10427302779915566,1.2132748997256413
141.8918918918919,0.01912708121480343,0.09346907501557111,0.9247287800051656
143.91891891891893,0.019776252143558777,0.09002638514377867,1.225245009029346
145.94594594594597,0.02364400418432141,0.08009391355518435,1.244496854130879
147.972972972973,0.018621896791436974,0.08122357270735707,1.1434032450524738
150.0,0.01785497808850302,0.0786468569379957,1.2472461766788525
